Reference,Author Year,Polymer,Alternate Polymer Names,End Groups,Solvents,Solvent Ratio (wt%),Solvent Ratio (vol%),Stationary Phase,Manufacturer,Base Material,Base Material Modification,Phase,Particle diameter (μm),Pore size (Å),Temperature (Celsius),Flow Rate (mL/min),Injected Polymer Concentration (g/L),Detector,Reference (Raw),Paper DOI,Corresponding Author Name,Corresponding Email Address,Physical Address,Publication Year (Raw),Critical Condition Basis,Critical Condition Confidence,Model Confidences,Qwen Confidence,Mistral Confidence,Analyte Polymer (Raw),Analyte Polymer (Standardized),Critical Component (Raw),Critical Component (Standardized),Architecture (Raw),Architecture (Standardized),Polymer (Raw),Alternate Polymer Names (Parsed from Raw),Polymer Parsing,End Groups (Raw),End Groups (Parsed),Solvents (Raw),Solvents (Standardized),Solvent Qualifiers (Standardized),Solvent Count (Standardized),Solvent Ratio (Raw),Solvent Ratio Units (Raw),Solvent Ratio Components (Standardized),Solvent Ratio Units (Standardized),Solvent Ratio Minimum (Standardized),Solvent Ratio Maximum (Standardized),Stationary Phase (Raw),Manufacturer (Raw),Base Material Source (Raw),Base Material Modification (Raw),Column Name (Raw),Column Mode (Raw),Column Mode (Standardized),Column Dimensions (Raw),Pore Size (Raw),Pore Size (Standardized),Temperature (Raw),Temperature (Standardized),Flow Rate (Raw),Flow Rate (Standardized),Injected Polymer Concentration (Raw),Detector (Raw),Aqueous Parameters (Raw),Aqueous Parameters (Standardized),Evidence Text,Notes
232,2009,Poly(propylene glycol),,,"Tetrahydrofuran, Water","84.5, 15.5",,polydivinylbenzene,,,,,,500,25,0.5,,DDS70 density detector,[232] Malik2009.pdf,10.1007/s00216-008-2590-y,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl Franzens University, 8010 Graz, Austria",2009,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""missed""}",missed,missed,poly(propylene glycol),Poly(propylene glycol),PO,PO,linear,linear,poly(propylene glycol),PO,linear,,,"[""THF"", ""water""]","[""Tetrahydrofuran"", ""Water""]","[null, null]",2,84.5,wt%,"[84.5, 15.5]",w/w,,,polydivinylbenzene,,polydivinylbenzene,,Jordi Gel DVB 500 RP,,,250 mm × 4.6 mm,500 Å,500,25,25,0.5 ml/min,0.5,,DDS70 density detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","For PBO, a CAP exists on the Jordi column in 84.5 wt% THF (Fig. 4), and on the Prodigy column in above 90 wt% THF (Fig. 5). It is interesting to note that at very high THF concentrations PBO no longer goes in the exclusion regime but is more or less critical (from 88 to 95 wt% THF); this may be due to a change of the column behavior in eluents with a high organic solvent content, where the influence of residual silanol groups increases dramatically. In such a mobile phase, silica-based reversed-phase columns start behaving as normal-phase columns [33].","Text mentions 84.5 wt% THF for PBO CAP on Jordi, but Fig 4 caption and text context link this to PPG/PO critical conditions on Jordi in THF-water. The text explicitly states 'Critical conditions for PO... on the Jordi column... in THF-water'."
232,2009,Poly(butylene oxide),,,"Tetrahydrofuran, Water","84.5, 15.5",,polydivinylbenzene,,,,,,500,25,0.5,,DDS70 density detector,[232] Malik2009.pdf,10.1007/s00216-008-2590-y,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl Franzens University, 8010 Graz, Austria",2009,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,poly(butene oxide),Poly(butylene oxide),BO,BO,linear,linear,poly(butene oxide),BO,linear,,,"[""THF"", ""water""]","[""Tetrahydrofuran"", ""Water""]","[null, null]",2,84.5,wt%,"[84.5, 15.5]",w/w,,,polydivinylbenzene,,polydivinylbenzene,,Jordi Gel DVB 500 RP,,,250 mm × 4.6 mm,500 Å,500,25,25,0.5 ml/min,0.5,,DDS70 density detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","For PBO, a CAP exists on the Jordi column in 84.5 wt% THF (Fig. 4), and on the Prodigy column in above 90 wt% THF (Fig. 5). It is interesting to note that at very high THF concentrations PBO no longer goes in the exclusion regime but is more or less critical (from 88 to 95 wt% THF); this may be due to a change of the column behavior in eluents with a high organic solvent content, where the influence of residual silanol groups increases dramatically. In such a mobile phase, silica-based reversed-phase columns start behaving as normal-phase columns [33].",Used to analyze EO-BO block copolymers.
232,2009,Poly(butylene oxide),,,"Tetrahydrofuran, Water","90, 10",,octadecyl,,,,Reverse,,100,25,0.5,,DDS70 density detector,[232] Malik2009.pdf,10.1007/s00216-008-2590-y,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl Franzens University, 8010 Graz, Austria",2009,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,poly(butene oxide),Poly(butylene oxide),BO,BO,linear,linear,poly(butene oxide),BO,linear,,,"[""THF"", ""water""]","[""Tetrahydrofuran"", ""Water""]","[null, null]",2,90,wt%,"[90.0, 10.0]",w/w,,,octadecyl,,octadecyl,,Prodigy ODS3,,,250 mm × 4.6 mm,100 Å,100,25,25,0.5 ml/min,0.5,,DDS70 density detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","For PBO, a CAP exists on the Jordi column in 84.5 wt% THF (Fig. 4), and on the Prodigy column in above 90 wt% THF (Fig. 5). It is interesting to note that at very high THF concentrations PBO no longer goes in the exclusion regime but is more or less critical (from 88 to 95 wt% THF); this may be due to a change of the column behavior in eluents with a high organic solvent content, where the influence of residual silanol groups increases dramatically. In such a mobile phase, silica-based reversed-phase columns start behaving as normal-phase columns [33].","Text indicates critical behavior in range 88-95 wt% THF, with 90 wt% being the lower bound mentioned for 'above 90'."
232,2009,Poly(hexylene oxide),,,"Tetrahydrofuran, Water","87, 13",,polydivinylbenzene,,,,,,500,25,0.5,,DDS70 density detector,[232] Malik2009.pdf,10.1007/s00216-008-2590-y,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl Franzens University, 8010 Graz, Austria",2009,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,poly(hexene oxide),Poly(hexylene oxide),HO,HO,linear,linear,poly(hexene oxide),HO,linear,,,"[""THF"", ""water""]","[""Tetrahydrofuran"", ""Water""]","[null, null]",2,87,wt%,"[87.0, 13.0]",w/w,,,polydivinylbenzene,,polydivinylbenzene,,Jordi Gel DVB 500 RP,,,250 mm × 4.6 mm,500 Å,500,25,25,0.5 ml/min,0.5,,DDS70 density detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","For PHO, a CAP is observed on the Jordi column at 87 wt% THF, as can be seen in Fig. 6. In such a mobile phase various PHOs with different degrees of polymerization are eluted at the same volume.",Used to analyze EO-HO block copolymers.
232,2009,Poly(propylene glycol),,,"Methanol, Water","90, 10",,phenyl,,,,,,80,25,0.5,,DDS70 density detector,[232] Malik2009.pdf,10.1007/s00216-008-2590-y,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl Franzens University, 8010 Graz, Austria",2009,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,poly(propylene glycol),Poly(propylene glycol),PO,PO,linear,linear,poly(propylene glycol),PO,linear,,,"[""methanol"", ""water""]","[""Methanol"", ""Water""]","[null, null]",2,90,wt%,"[90.0, 10.0]",w/w,,,phenyl,,phenyl,,Spherisorb S5P,,,250 mm × 4.6 mm,80 Å,80,25,25,0.5 ml/min,0.5,,DDS70 density detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","A completely different situation is observed on the Spherisorb S5P column in 90 wt % methanol–water: in such a mobile phase PPG is eluted at the CAP, while PEG is eluted in LAC mode (see Fig. 9)!",Used to analyze EO-PO block copolymers where PO is critical and EO is adsorbing.
232,2009,Poly(ethylene glycol),,Cl,"Methanol, Water","90, 10",,octadecyl,,,,Reverse,,100,25,0.5,,DDS70 density detector,[232] Malik2009.pdf,10.1007/s00216-008-2590-y,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl Franzens University, 8010 Graz, Austria",2009,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,poly(ethylene glycol),Poly(ethylene glycol),EO,EO,linear,linear,poly(ethylene glycol),EO,linear,,Cl,"[""methanol"", ""water""]","[""Methanol"", ""Water""]","[null, null]",2,90,wt%,"[90.0, 10.0]",w/w,,,octadecyl,,octadecyl,,Prodigy ODS3,,,250 mm × 4.6 mm,100 Å,100,25,25,0.5 ml/min,0.5,,DDS70 density detector,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",The combination of critical conditions and LAC can also be utilized in the analysis of EO–CL block copolymers: on the Prodigy column a CAP for EO exists at 90 wt% methanol.,Used to analyze EO-CL block copolymers where EO is critical and CL is adsorbing.
233,2012,Polystyrene,PS,,"Tetrahydrofuran, Dimethylformamide",,"18, 82",silica-based octadecyl phase,,Silica,,Reverse,,300,30,0.5,,ELS,[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",2012,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PS-b-PEO,PS-b-PEO,PS,Polystyrene,linear,linear,PS-b-PEO,PS,linear,,,"[""THF"", ""DMF""]","[""Tetrahydrofuran"", ""Dimethylformamide""]","[null, null]",2,0.806944444,vol.%,"[18.0, 82.0]",v/v,,,silica-based octadecyl phase,,silica-based octadecyl phase,,Symmetry 300,,,250 mm × 4.6 mm,300 A,300,30,30,0.5 mL/min,0.5,,ELS,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",Liquid chromatography at the critical conditions of PS allows the molar mass independent elution of PS homopolymers and the separation of the PS-b-PEO block copolymers which is governed by the PEO block irrespective of the size of the PS block.,
233,2012,Poly(ethylene glycol),,,"Tetrahydrofuran, Dimethylformamide",,"96, 4",plain silica,,Silica,,,,300,30,0.5,,ELS,[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",2012,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PS-b-PEO,PS-b-PEO,PEO,Poly(ethylene glycol),linear,linear,PS-b-PEO,PEO,linear,,,"[""THF"", ""DMF""]","[""Tetrahydrofuran"", ""Dimethylformamide""]","[null, null]",2,96:04:00,vol.%,"[96.0, 4.0]",v/v,,,plain silica,,plain silica,,Nucleosil Si 300,,,250 mm × 4.6 mm,300 A,300,30,30,0.5 mL/min,0.5,,ELS,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The CAP of PEO was realised on a normal phase Si column in the same mobile phase system (THF–DMF) which is used for the critical conditions of PS. At a mobile phase composition of 96–4 (THF–DMF, vol.%), all PEO standards elute at more or less the same elution volume and show no molar mass dependence.",
233,2012,Polystyrene,PS,,"Tetrahydrofuran, Dimethylformamide",,"18, 82",Silica-based octadecyl phase (RP),,Silica,,Reverse,,300,30,0.5,,UV (254 nm) and ELSD,[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",2012,Critical adsorption point,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Polystyrene (PS),Polystyrene,Polystyrene (PS),Polystyrene,Linear homopolymer,linear,Polystyrene (PS),PS,linear,,,"[""THF"", ""DMF""]","[""Tetrahydrofuran"", ""Dimethylformamide""]","[null, null]",2,0.806944444,vol.%,"[18.0, 82.0]",v/v,,,Silica-based octadecyl phase (RP),,Silica-based octadecyl phase (RP),,Symmetry 300,,,250 mm x 4.6 mm,300 A,300,30,30,0.5 mL/min,0.5,,UV (254 nm) and ELSD,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}",The CAP of PS was realised in a DMF–THF mobile phase on a RP octadecyl column... A point is reached at which all PS standards elute at more or less the same elution volume irrespective of their molar masses (THF–DMF: 18–82).,Used as first dimension for 2D-LC of PS-b-PEO copolymers.
233,2012,Poly(ethylene glycol),,,"Tetrahydrofuran, Dimethylformamide",,"96, 4",Plain silica (Normal Phase),,Silica,,,,300,30,0.5,,UV (254 nm) and ELSD,[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",2012,Critical adsorption point,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Polyethylene oxide (PEO),Poly(ethylene glycol),Polyethylene oxide (PEO),Poly(ethylene glycol),Linear homopolymer,linear,Polyethylene oxide (PEO),PEO,linear,,,"[""THF"", ""DMF""]","[""Tetrahydrofuran"", ""Dimethylformamide""]","[null, null]",2,96:04:00,vol.%,"[96.0, 4.0]",v/v,,,Plain silica (Normal Phase),,Plain silica (Normal Phase),,Nucleosil Si 300,,,250 mm x 4.6 mm,300 A,300,30,30,0.5 mL/min,0.5,,UV (254 nm) and ELSD,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The CAP of PEO was realised on a normal phase Si column... At a mobile phase composition of 96–4 (THF–DMF, vol.%), all PEO standards elute at more or less the same elution volume and show no molar mass dependence.",Used as first dimension for 2D-LC of PS-b-PEO copolymers.
233,2012,Polystyrene,PS,,"Tetrahydrofuran, Dimethylformamide",,"18, 82",silica-based octadecyl phase,,Silica,,Reverse,,300,30,0.5,,ELS,[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",2012,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PS,Polystyrene,PS,Polystyrene,linear,linear,PS,,linear,,,"[""THF"", ""DMF""]","[""Tetrahydrofuran"", ""Dimethylformamide""]","[null, null]",2,0.806944444,vol. %,"[18.0, 82.0]",v/v,,,silica-based octadecyl phase,,silica-based octadecyl phase,,Symmetry 300,,,250 mm × 4.6 mm,300 A,300,30,30,0.5 mL/min,0.5,,ELS,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The CAP of PS was realised in a DMF–THF mobile phase on a RP octadecyl column [14,47]. This allowed us to extend the molar mass range up to the hundred thousands. As demonstrated in Fig. 1a, PS calibration standards adsorb in 100% DMF on a silica-based octadecyl column. The higher molar mass standards elute later than the lower molar mass standards. The elution volume decreases as the amount of THF in the mobile phase is increased. A point is reached at which all PS standards elute at more or less the same elution volume irrespective of their molar masses (THF–DMF: 18–82). These conditions are called the critical conditions or the CAP of PS for the specific column, temperature and mobile phase conditions used.",
233,2012,Poly(ethylene glycol),,,"Tetrahydrofuran, Dimethylformamide",,"96, 4",plain silica,,Silica,,,,300,30,0.5,,ELS,[233] Malik2012.pdf,10.1016/j.chroma.2012.04.045,Muhammad Imran Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan",2012,critical adsorption point,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PEO,Poly(ethylene glycol),PEO,Poly(ethylene glycol),linear,linear,PEO,,linear,,,"[""THF"", ""DMF""]","[""Tetrahydrofuran"", ""Dimethylformamide""]","[null, null]",2,96:04:00,vol. %,"[96.0, 4.0]",v/v,,,plain silica,,plain silica,,Nucleosil Si 300,,,250 mm × 4.6 mm,300 A,300,30,30,0.5 mL/min,0.5,,ELS,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The CAP of PEO was realised on a normal phase Si column in the same mobile phase system (THF–DMF) which is used for the critical conditions of PS. THF is an adsorption promoting solvent for PEOs on a normal phase Si column. The addition of DMF promotes desorption. At a mobile phase composition of 96–4 (THF–DMF, vol.%), all PEO standards elute at more or less the same elution volume and show no molar mass dependence. Further increase in the DMF content in the mobile phase leads to the exclusion of PEOs from pores of the stationary phase resulting in earlier elution of higher molar mass standards than the lower molar mass standards (Fig. 10a).",
38,1999,Polystyrene,,,"Dichloromethane, Acetonitrile",,"57, 43",C18 bonded silica,,Silica,,Reverse,,100,30.5,0.5,,RI,[38] Chang1999.pdf,,Taihyun Chang,tc@postech.ac.kr,"Department of Chemistry and Polymer Research Institute, POSTECH, Pohang, 790-784 KOREA",1999,"Chromatographic critical point where enthalpic and entropic terms compensate, resulting in loss of separation selectivity according to molecular weight",explicit,"{""qwen"": ""explicit"", ""mistral"": ""explicit""}",explicit,explicit,polystyrene,Polystyrene,polystyrene,Polystyrene,linear,linear,polystyrene,,linear,,,"[""CH2Cl2"", ""CH3CN""]","[""Dichloromethane"", ""Acetonitrile""]","[null, null]",2,57/43,v/v,"[57.0, 43.0]",v/v,,,C18 bonded silica,,C18 bonded silica,,"Alltech, Nucleosil",,,250 x 4.6 mm,100 A,100,30.5,30.5,0.5 mL/min,0.5,,RI,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","At the composition of 57/43 (v/v) CH2Cl2 /CH3CN, all the PS standards are eluted as a single peak. This is the chromatographic critical point or the adsorption-size exclusion transition point where the enthalpic and entropic terms in Eq. (2) compensate each other. The critical condition is observed at 30.5 8 C, consistent with the result shown in Fig. 2.",The text explicitly identifies this setup as the 'chromatographic critical point' for Polystyrene.
6,2002,Poly(methyl methacrylate),,,Acetonitrile,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,66,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (acetonitrile) on C18 bonded silica,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Poly(methyl methacrylate),Poly(methyl methacrylate),Poly(methyl methacrylate),Poly(methyl methacrylate),linear,linear,Poly(methyl methacrylate),,linear,,,"[""acetonitrile""]","[""Acetonitrile""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,66,66,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °Csall with C18 bonded silica gel.",Also used for separation of stereoregularity (isotactic vs syndiotactic).
6,2002,Poly(n-butyl methacrylate),,,Dimethylformamide,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,154,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Poly(n-butyl methacrylate),Poly(n-butyl methacrylate),Poly(n-butyl methacrylate),Poly(n-butyl methacrylate),linear,linear,Poly(n-butyl methacrylate),,linear,,,"[""dimethylformamide""]","[""Dimethylformamide""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,154,154,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °Csall with C18 bonded silica gel.",Temperature is far above tabulated Theta point; system may exhibit two Theta points.
6,2002,Polystyrene,,,Dimethylformamide,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,95,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Polystyrene,Polystyrene,Polystyrene,Polystyrene,linear,linear,Polystyrene,,linear,,,"[""dimethylformamide""]","[""Dimethylformamide""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,95,95,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °Csall with C18 bonded silica gel.",Used for separation of block and graft copolymers of styrene and methyl methacrylate.
6,2002,Polystyrene,,,Cyclohexane,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,9,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (cyclohexane) on C18 bonded silica,explicit,"{""qwen"": ""explicit"", ""mistral"": ""missed""}",explicit,missed,Polystyrene,Polystyrene,Polystyrene,Polystyrene,linear,linear,Polystyrene,,linear,,,"[""cyclohexane""]","[""Cyclohexane""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,9,9,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","A 'criticallike' elution was also observed in cyclohexane for PS at 9 °C with silica gel C18 packing, which is well below the Θ temperature.",Described as 'criticallike' elution; higher molar masses underwent phase separation.
6,2002,Poly(methyl methacrylate),PMMA,,Acetonitrile,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,66,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (acetonitrile) on C18 bonded silica,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PMMA,Poly(methyl methacrylate),PMMA,Poly(methyl methacrylate),linear,linear,PMMA,,linear,,,"[""acetonitrile""]","[""Acetonitrile""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,66,66,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °C with C18 bonded silica gel.",Also used for separation of stereoregularity (isotactic vs syndiotactic).
6,2002,Poly(n-butyl methacrylate),PnBMA,,Dimethylformamide,,,Silica gel bonded with C18 phase,,Silica,,Reverse,,300,154,0.4-1,,Evaporative light scattering detector DDL-21,[6] Macko2002.pdf,10.1021/ma010994t,T. Macko,,"Deutsches Kunststoff-Institut, Schlossgartenstr. 6, 64289 Darmstadt, Germany",2002,Temperature adjustment in single eluent (dimethylformamide) on C18 bonded silica,explicit,"{""qwen"": ""missed"", ""mistral"": ""explicit""}",missed,explicit,PnBMA,Poly(n-butyl methacrylate),PnBMA,Poly(n-butyl methacrylate),linear,linear,PnBMA,,linear,,,"[""dimethylformamide""]","[""Dimethylformamide""]",[null],1,,,,,,,Silica gel bonded with C18 phase,,Silica gel bonded with C18 phase,,Nucleosil C18 LS ST,,,250 x 6 mm,30 nm,300,154,154,0.4 to 1 mL/min,0.4-1,,Evaporative light scattering detector DDL-21,"{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","{""pH"": null, ""salt_added"": false, ""salt_type"": null, ""salt_concentration"": null}","The critical conditions have been identified in some single eluents which are thermodynamicaly poor solvents for polymers investigated, namely, acetonitrile for PMMA at 66 °C and dimethylformamide for PnBMA at 154 °C and for PS at 95 °C with C18 bonded silica gel.",Temperature is far above tabulated Theta point; system may exhibit two Theta points.
